iter	Passed	Remaining
727	10914	4077
728	10929	4063
729	10943	4047
730	10957	4032
731	10972	4017
732	10986	4001
733	11000	3986
734	11014	3971
735	11028	3955
736	11044	3941
737	11059	3926
738	11073	3910
739	11088	3896
740	11102	3880
741	11117	3865
742	11131	3850
743	11145	3835
744	11160	3820
745	11174	3804
746	11185	3788
747	11193	3771
748	11204	3754
749	11217	3739
750	11232	3724
751	11246	3708
752	11262	3694
753	11276	3679
754	11293	3664
755	11309	3650
756	11324	3635
757	11339	3620
758	11353	3604
759	11368	3590
760	11382	3574
761	11396	3559
762	11411	3544
763	11425	3529
764	11438	3513
765	11454	3499
766	11469	3484
767	11483	3468
768	11498	3453
769	11512	3438
770	11528	3424
771	11542	3408
772	11555	3393
773	11569	3378
774	11584	3363
775	11598	3348
776	11613	3333
777	11627	3317
778	11641	3302
779	11656	3287
780	11671	3272
781	11687	3258
782	11702	3243
783	11715	3227
784	11727	3211
785	11741	3196
786	11755	3181
787	11777	3168
788	11794	3154
789	11809	3139
790	11817	3122
791	11841	3109
792	11858	3095
793	11876	3081
794	11890	3066
795	11905	3051
796	11916	3035
797	11933	3020
798	11945	3005
799	11961	2990
800	11975	2975
801	11989	2959
802	12004	2944
803	12017	2929
804	12027	2913
805	12041	2898
806	12055	2883
807	12069	2867
808	12083	2852
809	12098	2837
810	12112	2822
811	12126	2807
812	12142	2792
813	12157	2777
814	12171	2762
815	12180	2746
816	12194	2731
817	12210	2716
818	12225	2701
819	12240	2686
820	12255	2672
821	12269	2656
822	12283	2641
823	12297	2626
824	12312	2611
825	12326	2596
826	12341	2581
827	12355	2566
828	12370	2551
829	12384	2536
830	12399	2521
831	12408	2505
832	12423	2490
833	12437	2475
834	12451	2460
835	12465	2445
836	12480	2430
837	12496	2415
838	12511	2400
839	12526	2386
840	12540	2370
841	12553	2355
842	12567	2340
843	12581	2325
844	12595	2310
845	12610	2295
846	12624	2280
847	12640	2265
848	12654	2250
849	12668	2235
850	12683	2220
851	12697	2205
852	12712	2190
853	12727	2175
854	12741	2160
855	12755	2145
856	12770	2130
857	12784	2115
858	12798	2100
859	12812	2085
860	12827	2070
861	12841	2055
862	12857	2041
863	12872	2026
864	12886	2011
865	12901	1996
866	12918	1981
867	12942	1968
868	12958	1953
869	12979	1939
870	12995	1924
871	13012	1910
872	13029	1895
873	13048	1881
874	13073	1867
875	13089	1852
876	13097	1836
877	13111	1821
878	13125	1806
879	13139	1791
880	13153	1776
881	13167	1761
882	13181	1746
883	13195	1731
884	13206	1716
885	13218	1700
886	13232	1685
887	13245	1670
888	13259	1655
889	13276	1640
890	13290	1625
891	13305	1610
892	13321	1596
893	13336	1581
894	13350	1566
895	13364	1551
896	13379	1536
897	13393	1521
898	13407	1506
899	13421	1491
900	13436	1476
901	13450	1461
902	13460	1445
903	13472	1430
904	13486	1415
905	13501	1400
906	13514	1385
907	13529	1370
908	13544	1355
909	13558	1340
910	13572	1326
911	13587	1311
912	13602	1296
913	13617	1281
914	13632	1266
915	13647	1251
916	13661	1236
917	13672	1221
918	13687	1206
919	13701	1191
920	13716	1176
921	13729	1161
922	13742	1146
923	13758	1131
924	13772	1116
925	13787	1101
926	13801	1086
